Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option	10.5307
Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option	24.8488
Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option	17.8696
Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option	14.0479
Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option	11.1476
Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option	10.1227
Franklin India Banking & PSU Debt Fund - Direct - Growth	23.7012
Franklin India Banking & PSU Debt Fund - Growth	22.6734
Franklin India Banking and PSU Debt Fund - Direct - IDCW 	11.5650
Franklin India Banking and PSU Debt Fund - IDCW 	10.9373
HDFC Banking and PSU Debt Fund - Growth Option	23.2149
HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan	24.1891
HDFC Banking and PSU Debt Fund - IDCW Option	10.2018
HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan	10.0139
HSBC Banking and PSU Debt Fund - Direct Daily IDCW	11.1866
HSBC Banking and PSU Debt Fund - Direct Growth	25.8252
HSBC Banking and PSU Debt Fund - Direct Monthly IDCW	11.3154
HSBC Banking and PSU Debt Fund - Direct Weekly IDCW	10.3415
HSBC Banking and PSU Debt Fund - Regular Daily IDCW	11.1087
HSBC Banking and PSU Debt Fund - Regular Growth	24.5053
HSBC Banking and PSU Debt Fund - Regular Monthly IDCW	10.5756
HSBC Banking and PSU Debt Fund - Regular Weekly IDCW	10.3115
ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW	10.0549
ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW	10.2427
ICICI Prudential Banking and PSU Debt Fund - Bonus	15.8889
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW	10.2538
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth	34.4861
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW	13.0202
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW	10.3708
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus	13.8665
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option	13.1098
ICICI Prudential Banking and PSU Debt Fund - Growth	33.0631
ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW	11.0176
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option	12.9261
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend	10.0122
ICICI Prudential Banking and PSU Debt Fund Retail Growth	21.631
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend	10.3305
Invesco India Banking and PSU Fund - Daily IDCW (Reinvestment)	1050.504
Invesco India Banking and PSU Fund - Direct Plan -  Growth Option	2449.5489
Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment)	1063.9525
Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1011.3389
Invesco India Banking and PSU Fund - Growth Option	2286.3976
Invesco India Banking and PSU Fund - Monthly IDCW (Payout / Reinvestment)	1061.9538
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option	13.5234
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option	13.5248
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option	13.1653
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option	13.1665
Kotak Banking and PSU Debt - Growth	65.9955
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option	12.399
Kotak Banking and PSU Debt Direct - Annual Dividend	17.1427
Kotak Banking and PSU Debt Direct - Growth	68.8054
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option	10.2708
LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW	14.3022
LIC MF Banking & PSU Fund-Direct Plan-Growth	37.9388
LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW	14.2882
LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW	10.0576
LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW	11.2761
LIC MF Banking & PSU Fund-Regular Plan-Growth	35.146
LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW	13.1538
LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW	10.3841
Mirae Asset Banking and PSU Fund - Direct Plan - Growth	13.3686
Mirae Asset Banking and PSU Fund - Direct Plan - IDCW	13.3636
Mirae Asset Banking and PSU Fund - Regular Plan - Growth	13.0658
Mirae Asset Banking and PSU Fund - Regular plan - IDCW	13.0669
NIPPON INDIA BANKING and PSU  FUND - Direct Plan - IDCW Option	21.7425
NIPPON INDIA BANKING and PSU  FUND - WEEKLY IDCW Option	10.3603
Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option	21.7425
NIPPON INDIA BANKING and PSU FUND - Direct Plan - MONTHLY IDCW Option	10.7408
NIPPON INDIA BANKING and PSU FUND - Direct Plan - QUARTERLY IDCW Option	10.8872
NIPPON INDIA BANKING and PSU FUND - Direct Plan - WEEKLY IDCW Option	10.3597
NIPPON INDIA BANKING and PSU FUND - IDCW Option	20.9367
NIPPON INDIA BANKING and PSU FUND - MONTHLY IDCW Option	10.6685
NIPPON INDIA BANKING and PSU FUND - QUARTERLY IDCW Option	10.8203
Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option	21.7425
Nippon India Banking and PSU Fund- Growth Plan- Bonus Option	12.3452
Nippon India Banking and PSU Fund- Growth Plan- Growth Option	20.9367
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1474.6462
SBI BANKING & PSU FUND - Direct Plan - Growth	3347.8730
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1306.6702
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1471.3705
SBI BANKING & PSU FUND - Regular Paln - Growth	3148.1157
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1436.2574
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1223.9284
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1435.9153
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth	11.7065
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend	11.4008
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend	10.6356
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus	11.6319
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment	11.6582
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth	11.6493
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend	11.1411
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus	11.1681
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend	11.0236
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend	10.1418
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus	21.8981
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.2300
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth	44.1490
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	11.7917
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus	21.7644
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.3550
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth	43.5197
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	11.8336
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.1035
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth	35.6206
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.4908
TRUSTMF BANKING & PSU FUND - DIRECT GROWTH	1311.3982
TRUSTMF BANKING & PSU FUND - REGULAR GROWTH	1281.6037
TRUSTMF BANKING & PSU FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1150.2932
TRUSTMF BANKING & PSU FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1306.8482
TRUSTMF BANKING & PSU FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1143.6574
TRUSTMF BANKING & PSU FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1165.9322
TRUSTMF BANKING & PSU FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1123.0008
TRUSTMF BANKING & PSU FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1122.0223
TRUSTMF BANKING & PSU FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1231.1447
TRUSTMF BANKING & PSU FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1123.2907
TRUSTMF BANKING & PSU FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1139.3922
TRUSTMF BANKING & PSU FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1105.4964
UTI Banking & PSU Fund - Direct Plan - Annual IDCW	13.3488
UTI Banking & PSU Fund - Direct Plan - Flexi IDCW	19.4646
UTI Banking & PSU Fund - Direct Plan - Growth Option	22.5878
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW	14.9887
UTI Banking & PSU Fund - Direct Plan - Monthly IDCW	13.482
UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW	16.8118
UTI Banking & PSU Fund - Regular Plan - Annual IDCW	13.0985
UTI Banking & PSU Fund - Regular Plan - Flexi IDCW	14.8871
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW	14.8247
UTI Banking & PSU Fund - Regular Plan - Monthly IDCW	13.2516
UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW	15.2343
UTI Banking & PSU Fund- Regular Plan - Growth Option	22.1993
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan	115.8578
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan	113.8861
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW	10.7897
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW	12.8446
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW	12.1144
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW	12.6428
Axis Corporate Bond Fund - Direct Plan - Daily IDCW	10.2348
Axis Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2147
Axis Corporate Bond Fund - Direct Plan - Regular IDCW	14.2818
Axis Corporate Bond Fund - Direct Plan - Weekly IDCW	10.3659
Axis Corporate Bond Fund - Direct Plan Growth	18.3064
Axis Corporate Bond Fund - Regular Plan - Daily IDCW	10.2297
Axis Corporate Bond Fund - Regular Plan - Monthly IDCW	10.2067
Axis Corporate Bond Fund - Regular Plan - Regular IDCW	13.3498
Axis Corporate Bond Fund - Regular Plan - Weekly IDCW	10.2423
Axis Corporate Bond Fund - Regular Plan Growth	17.2787
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.6252
BANDHAN Corporate Bond Fund - Direct Growth	20.0215
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.9396
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3539
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	13.2829
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.6524
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.6034
BANDHAN Corporate Bond Fund - Regular Growth	19.4322
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	11.2932
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6044
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	13.0999
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.6836
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	11.5868
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	32.1888
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.4118
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.5245
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	11.8379
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	29.5330
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.5864
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.7439
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	11.5118
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	27.8108
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.4533
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.5455
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	23.4548
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.4900
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	21.8654
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.6606
DSP Corporate Bond Fund - Direct - Growth	16.4544
DSP Corporate Bond Fund - Direct - IDCW	11.6357
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.5764
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.4272
DSP Corporate Bond Fund - Regular - Growth	16.1650
DSP Corporate Bond Fund - Regular - IDCW	11.6006
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.5531
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.7722
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	109.2502
Franklin India Corporate Debt Fund - Growth	100.7808
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	17.2044
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.3373
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	15.3356
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	17.2525
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.8885
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	13.0047
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.3561
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.1865
HDFC Corporate Bond Fund - Growth Option	32.8376
HDFC Corporate Bond Fund - Growth Option - Direct Plan	33.5696
HDFC Corporate Bond Fund - IDCW Option	19.8789
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.5691
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.5049
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.4055
HSBC Corporate Bond Fund - Direct Annual IDCW	12.1221
HSBC Corporate Bond Fund - Direct Growth	78.8056
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5514
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.5859
HSBC Corporate Bond Fund - Regular Annual IDCW	11.8577
HSBC Corporate Bond Fund - Regular Growth	73.9567
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.1415
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	17.2049
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.0927
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	31.6240
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2441
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.5155
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.1787
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.3986
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.2128
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1982.9446
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1268.3135
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3444.2752
Invesco India Corporate Bond Fund - Direct Plan - Growth	3443.1759
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1256.3742
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1180.973
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3372.6813
Invesco India Corporate Bond Fund - Growth	3210.7479
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1840.2941
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1174.5673
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3987.8529
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1075.2295
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3816.9578
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1243.4178
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	13.1431
Mirae Asset Corporate Bond Fund Direct IDCW	13.1402
Mirae Asset Corporate Bond Fund Regular Growth	12.8871
Mirae Asset Corporate Bond Fund Regular IDCW	12.8871
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0665
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0723
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	20.1790
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.7773
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.1954
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.0722
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	45.4657
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	63.6816
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	43.3113
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	60.6437
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	19.4286
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.6421
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	12.0329
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0666
PGIM India Corporate Bond Fund - Annual Dividend	10.5882
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.2862
PGIM India Corporate Bond Fund - Direct Plan - Growth	48.58
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0153
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.0982
PGIM India Corporate Bond Fund - Growth	43.5532
PGIM India Corporate Bond Fund - Monthly Dividend	12.8906
